Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Street Address,Recipient Org:City,Recipient Org:County,Recipient Org:Country,Recipient Org:Postal Code,Recipient Org:Description,Recipient Org:Web Address,Beneficiary Location:Name,Beneficiary Location:Country Code,Beneficiary Location:Latitude,Beneficiary Location:Longitude,Beneficiary Location:Geographic Code,Beneficiary Location:Geographic Code Type,Funding Org:Identifier,Funding Org:Name,Funding Org:Department,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,From an open call?,Related Activity,Last modified,Data Source
360G-traffordmbc-VSG1326,Voluntary Sector Grant to St John's Centre for a Course Coordinator,"To fund a part time course coordinator to set up, advertise, promote and coordinate learning opportunities according to community need.",GBP,NA,5000,NA,2013-06-29,NA,NA,NA,12,GB-COH-07597525,St. John's Centre,1146058,07597525,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG1327,Voluntary Sector Grant to St John's Centre for Freespace Project,St John's Centre will provide meeting space or 'hot desk' in order to incubate voluntary groups and or small social enterprises in Old Trafford or North Trafford area just starting up or who do not have their own space or access to funding at present.,GBP,NA,2980,NA,2013-06-29,NA,NA,NA,12,GB-COH-07597525,St. John's Centre,1146058,07597525,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG1328,Voluntary Sector Grant to STAMP Sync,"To support and tutor young people through free or low cost physical activities e.g. martial arts, boxing, urban arts, dance and self-defence.",GBP,NA,4126,NA,2013-06-29,NA,NA,NA,12,360G-trafford-stamp_sync,STAMP Sync,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG1329,Voluntary Sector Grant to Trafford AfroCaribbean Over 50s club,"To deliver twice weekly club meetings providing Lunch Club, Fitness Class, Health Awareness Programme, Sports, and presentations and new development of a Tea Party Activity where members can elect days to attend a late afternoon contact session sponsored by volunteers.",GBP,NA,4800,NA,2013-06-29,NA,NA,NA,12,360G-trafford-trafford_african_and_caribbean_over_50s_club,Trafford African & Caribbean Over 50's club,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-UP14001,Voluntary Sector Grant to Hi Tension Workouts,"Classes aimed to reduce anxiety, enhance mood and improve self esteem. Developing both physical and mental health",GBP,NA,4000,NA,2014-07-05,NA,NA,NA,12,360G-trafford-hi_tension_workouts,Hi Tension Workouts,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-UP14002,"Voluntary Sector Grant to TLC: Talk, Listen, Change (awarded when known under former name: Relate GMS)","Counselling sessions for children, young people and adults focusing on unemployment, low incomes or financial difficulties",GBP,NA,4000,NA,2014-07-05,NA,NA,NA,12,GB-COH-01559314,"TLC: Talk, Listen, Change",0512710,01559314,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-UP14006,Voluntary Sector Grant to Partington and Carrington Youth Partnership,This project aims to promote a self-help ethos that encourages the children to sample different sports and activities and challenge themselves in learning or trying new Olympic themed activities. The project will offer 13 different disciplines and creates awareness of sports not taught in schools on a regular basis,GBP,NA,4000,NA,2014-07-05,NA,NA,NA,12,360G-trafford-partington_and_carrington_youth_partnership,Partington and Carrington Youth Partnership,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-UP14010,Voluntary Sector Grant to Moss View Allotment Society,This project aims to make Moss View Allotments more accessible to the residents of Partington and surrounding areas by installing a disabled toilet in the community hut and then promoting the new facility.,GBP,NA,4000,NA,2014-07-05,NA,NA,NA,12,360G-trafford-moss_view_allotment_society,Moss View Allotment Society,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-UP14012,Voluntary Sector Grant to Chainlink Community Cycles CIC,We will engage a Cytech qualified project coordinator to train and supervise volunteers who will deliver free cycle maintenance workshops and guided bike rides tailored to different abilities but particularly aimed at families with children.,GBP,NA,2950,NA,2014-07-05,NA,NA,NA,12,GB-COH-09073396,Chainlink Community Cycles CIC,NA,09073396,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-UP14015,Voluntary Sector Grant to Meet & Eat Community Interest Company,In order for the group to run we need to secure money for the rental of the Community Centre kitchen and dining room. The rental has been negotiated to a reasonable rate.,GBP,NA,2400,NA,2014-07-05,NA,NA,NA,12,GB-COH-08659439,Meet & Eat Community Interest Company,NA,08659439,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-UP14016,Voluntary Sector Grant to Soothe Baby Blues,"Soothe Baby Blues mother and baby groups run 6 week programmes to treat and prevent  post-natal depression for up to 10 women and babies at a time. It is an innovative project, launched and run by a registered Mental Health Nurse, alongside volunteers and other perinatal/early years specialists.",GBP,NA,4000,NA,2014-07-05,NA,NA,NA,12,360G-trafford-soothe_baby_blues,Soothe Baby Blues,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-UPS14017,Voluntary Sector Grant to Chadwick Park Allotment Society,"Open days, events and plant & produce sales",GBP,NA,2300,NA,2014-07-05,NA,NA,NA,12,360G-trafford-chadwick_park_allotment_society,Chadwick Park Allotment Society,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-OTS14006,Voluntary Sector Grant to Tree Things Trafford,"Tree Things Trafford has six volunteers with woodworking skills who will set up and run a series of weekly re-entering employment workshops.  Whilst open to everyone, these will be primarily aimed at men.  We will provide the opportunity for people to take part in woodworking activities and projects where they will gain new skills for employment or maintain their existing skills.",GBP,NA,3043.69,NA,2014-07-12,NA,NA,NA,12,360G-trafford-tree_things_trafford,Tree Things Trafford,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-OTS14010,Voluntary Sector Grant to Gorse Hill Community Action Group,"Gorgeous Gorse Hill will predominantly achieve the fund priority of 'Improving the place where you live'. By creating attractive, sustainable, community spaces and encouraging community involvement, the project will leave a legacy of an improved Gorse Hill and identity for future generations, as well as re-ignite the 'community' feeling numerous longterm residents recall",GBP,NA,2000,NA,2014-07-12,NA,NA,NA,12,360G-trafford-gorse_hill_community_action_group,Gorse Hill Community Action Group,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-OTS14011,Voluntary Sector Grant to Seed Studios,"Seed Studios - Studio 1 would like to purchase the Behringer X32 Producer, a modern digital audio desk. The X32 is the most common audio desk for concerts and TV broadcasting.  Knowledge of using such a standard piece of professional equipment is vital for employment as a sound technician.",GBP,NA,2730,NA,2014-07-12,NA,NA,NA,12,GB-CHC-1172658,Seed Studios,1172658,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-OTS14013,Voluntary Sector Grant to Seymour Poets,We will carry out 28 workshops for a group of 25 people on the themes,GBP,NA,1651.35,NA,2014-07-12,NA,NA,NA,12,360G-trafford-seymour_poets,Seymour Poets,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-OTS14014,Voluntary Sector Grant to Touchdown Dance,"We will deliver training for up to 15 learning disabled, disabled and sensory impaired, adults who can't access further formal training or find employment. This training will support different levels of ability to lead workshops in creative and performance skills.",GBP,NA,3970,NA,2014-07-12,NA,NA,NA,12,GB-COH-05371268,Touchdown Dance,1108741,05371268,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-OTS14017,Voluntary Sector Grant to Old Trafford Community Fitness And Amateur Boxing Club,The Club aims to provide the young people from the Old Trafford area with positive/credible opportunities and alternatives to anti- social behaviour. The Club seeks to utilize local facilities and through consultation with young people and the local community provide them with sports leisure based activities,GBP,NA,3840,NA,2014-07-12,NA,NA,NA,12,360G-trafford-old_trafford_community_fitness_and_amateur_boxing_club,Old Trafford Community Fitness And Amateur Boxing Club,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-OTS14021,Voluntary Sector Grant to Chainlink Community Cycles CIC,We will engage a Cytech qualified project coordinator to train and supervise volunteers who will deliver free cycle maintenance workshops and guided bike rides tailored to different abilities,GBP,NA,3425,NA,2014-07-12,NA,NA,NA,12,GB-COH-09073396,Chainlink Community Cycles CIC,NA,09073396,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-OTS14022,Voluntary Sector Grant to Gorse Hill Lifestyles Project,We aim to use the different seasons to tackle different issues with the group and informally share information to allow them to make informed choices throughout their development into young adults. The group are looking forward to the culmination of this current project being explored during a weekend narrow boat residential,GBP,NA,1461,NA,2014-07-12,NA,NA,NA,12,360G-trafford-gorse_hill_lifestyles_project,Gorse Hill Lifestyles Project,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-OTS14023,Voluntary Sector Grant to Blanc,"We would like to go to the Hip Hop Dance Intensive summer camp (HDI) in Wales on 23rd-30th August 2014. HDI is a dance camp where aspiring dancers are given the privilege take classes with some of the most successful universal dance choreographers, for example Ian Eastwood who has danced in music videos for Justin Beiber.",GBP,NA,2000,NA,2014-07-12,NA,NA,NA,12,360G-trafford-blanc,Blanc,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-OTS14027,Voluntary Sector Grant to Simply Cycling,Further develop their fleet of bikes as a result of increasing demand,GBP,NA,3599,NA,2014-07-12,NA,NA,NA,12,GB-CHC-1143362,Simply Cycling,1143362,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-STH14003,Voluntary Sector Grant to Cyril Flint Befrienders,To produce a promotional film that involves volunteers and service users and can be used to promote our services.,GBP,NA,2275,NA,2014-07-19,NA,NA,NA,12,GB-COH-07962245,Cyril Flint Befrienders,1146179,07962245,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-STH14008,Voluntary Sector Grant to Tree Things Trafford,"We meet once a week to work on woodwork projects at the Community Centre in Broomwood. There is a piece of land there and local people tell us they would like to see it turned into an eco garden for everyone to enjoy. We will develop this garden, building accessible raised beds, furniture, storage etc. Local people will be able to help grow fruit and vegetables or simply enjoy the garden.",GBP,NA,2894.7,NA,2014-07-19,NA,NA,NA,12,360G-trafford-tree_things_trafford,Tree Things Trafford,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-STH14014,Voluntary Sector Grant to G-Force,This project will use art as an engagement method and target all four priority groups. It will engage them in producing high quality pieces of art that will be displayed as an outdoor Art Trail around Altrincham.,GBP,NA,3988,NA,2014-07-19,NA,NA,NA,12,GB-CHC-1110767,G-Force,1110767,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-STH14015,Voluntary Sector Grant to DanceWorks Altrincham,"Danceworks Altrincham (DWA) wish to continue to promote community participation in healthy recreation by providing dance/fitness activities for all age groups. In particular for this financial year, we have identified a solution to identified needs which, if supported, could sustain our community activities in the longer term",GBP,NA,404,NA,2014-07-19,NA,NA,NA,12,360G-trafford-danceworks_altrincham,DanceWorks Altrincham,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-STH14017,Voluntary Sector Grant to Altrincham Community Team Limited,The group is looking to repeat Spookywoo Spectacular (first staged in 2012) at Halloween this year and then run a Spring event in 2015 with more events to follow in future years,GBP,NA,3987.6,NA,2014-07-19,NA,NA,NA,12,GB-COH-08753126,Altrincham Community Team Limited,NA,08753126,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-STH14018,Voluntary Sector Grant to Friends of Woodstock Park,"We would like to purchase two picnic benches to encourage the community to spend time in the park (?1,200.00 each)",GBP,NA,2400,NA,2014-07-19,NA,NA,NA,12,360G-trafford-friends_of_woodstock_park,Friends of Woodstock Park,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-STH14020,Voluntary Sector Grant to Art with a Heart,"If successful, Art with a Heart will deliver a series of events, based on intergenerational activities between the socially isolated older generation and students from local senior schools in the Trafford locality. These events will be free of charge to both the older generation and students.",GBP,NA,3843,NA,2014-07-19,NA,NA,NA,12,GB-CHC-1159034,Art with a Heart,1159034,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-STH14022,Voluntary Sector Grant to Friends of John Leigh Park,"Trafford Council are restructuring their parks maintenance service and due to budget constraints are unable to continue to provide manpower and funds for the aviary.  They were due to close the facility at the start of April 2014, but the group has already been able to negotiate an extension to the end of August 2014 to give us time to propose an alternative service staffed by volunteers and funded by the group.",GBP,NA,4000,NA,2014-07-19,NA,NA,NA,12,360G-trafford-friends_of_john_leigh_park,Friends of John Leigh Park,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
