OrganisationLabel,OrganisationURI,EffectiveDate,TrafficRegulationOrderType,Location,SideOfRoad,ParkingSpaces,FreeParking,ParkingStartPoint,ParkingEndPoint
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"South grove, Sale",south-west,6,TRUE,from a point 18 metres from its junction with Hope Road,to a point 14 metres west of its junction with Glenthorn Grove
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Southway, Altrincham",NA,5,TRUE,from a point 30 metres from its westerly junction with Gladstone Road around its cul-de-sac end,to a point on the east side 5 metres from its easterly junction with Gladstone Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Springfield road, Sale",east,5,TRUE,from a point 159 metres south of its junction with School Road,to a point 192 metres south of its junction with School Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Springfield road, Sale",north-west,2,TRUE,from a point 141 metres north-east of its junction with Kelsall Street,to a point 128 metres north-east of its junction with Kelsall Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Springfield road, Sale",south-east,11,TRUE,from a point 139 metres north-east of its junction with Kelsall Street,to a point 35 metres north-east of its junction with Kelsall Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Springfield road, Sale",north-west,14,TRUE,from a point 121 metres north-east of its junction with Kelsall Street,to a point 46 metres north-east of its junction with Kelsall Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Springfield road, Sale",north-west,3,TRUE,from a point 28 metres north-east of its junction with Kelsall Street,to a point 12 metres north-east of its junction with Kelsall Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Springfield road, Altrincham",east,9,FALSE,a point 106 metres north of its junction with Stamford Street,a point 33 metres north of its junction with Stamford Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Springfield road, Altrincham",east,2,FALSE,a point 9 metres north of its junction with Stamford Street,a point 19 metres north of its junction with Stamford Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"St georges square, Altrincham",north,2,TRUE,a point 6 metres west of its junction with Church Street,its junction with the west side of St George's Square
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"St georges square, Altrincham",west,1,TRUE,its junction with the north side of St George's Square,a point 7 metres south of its junction with the north side of St George's Square
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"St georges square, Altrincham",west,1,TRUE,a point 7 metres north of its junction with the south side of St George's Square,its junction with the south side of St George's Square
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"St georges square, Altrincham",south,2,TRUE,its junction with the west side of St George's Square,a point 3 metres west of its junction with Church Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"St georges square - island to the east side of, Altrincham",west,3,TRUE,its junction with the north side of the island to the east side of St George's Square,its junction with the south side of the island to the east side of St George's Square
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"St james drive, Sale",north-west,2,TRUE,a point 23 metres northeast of its junction with Marsland Road,a point 33 metres northeast of its junction with Marsland Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"St johns road, Altrincham",north-east,24,TRUE,a point 15 metres east of its junction with Delamer Road,a point 15 metres west of its junction with Ashley Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"St marys road, Sale",north,5,TRUE,A point 36 metres east of its southerly junction with Barker's Lane,A point 80 metres east of its southerly junction with Barker's Lane
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"St marys road, Sale",north & east,15,TRUE,A point 83 metres east of its northerly junction with Barker's Lane,A point 121 metres east and north east of its southerly junction with Barker's Lane
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"St marys road, Sale",west,16,TRUE,A point 106 metres east and north of its southerly junction with Barker's Lane,A point 100 metres east and south east of its northerly junction with Barker's Lane
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford new road, Altrincham",north-west,2,TRUE,a point 27 metres north of its junction with Regent Road,a point 12 metres north of its junction with Regent Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford new road, Altrincham",south-east,2,TRUE,a point 43 metres south of its junction with Moss Lane,a point 6 metres north of its junction with Wood Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford new road, Altrincham",south-east,4,TRUE,a point 17 metres south of its junction with Wood Street,a point 45 metres south of its junction with Wood Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford new road, Altrincham",south-east,3,TRUE,a point 29 metres north of its junction with Grafton Street,a point 8 metres north of its junction with Grafton Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford park road, Altrincham",north,7,TRUE,from a point 9 metres west of its junction with Charter Road,to a point 7 metres east of its junction with Borough Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford park road, Altrincham",north,6,TRUE,from a point 7 metres west of its junction with Borough Road,to a point 42 metres west of its junction with Borough Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford park road, Altrincham",south,4,TRUE,from a point 33 metres east of its junction with Ashfield Road,to a point 9 metres west of its junction with Finchley Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford park road, Altrincham",south,9,TRUE,from a point 10 metres east of its junction with Finchley Road,to a point 8 metres west of its junction with Hawthorn Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford park road, Altrincham",north,11,TRUE,from a point 82 metres east of its junction with Charter Road,to a point 142 metres east of its junction with Charter Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford park road, Altrincham",north,6,TRUE,from a point 143 metres west of its junction with Queens Road,to a point 99 metres west of its junction with Queens Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford park road, Altrincham",south,9,TRUE,from a point 11 metres east of its junction with Hawthorn Road,to a point 5 metres west of its junction with Beech Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford park road, Altrincham",south,42,TRUE,from a point 5 metres east of its junction with Beech Road,to a point 13 metres west of its junction with Queens Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stamford place, Sale",north-west,4,TRUE,A point 21 metres southwest of its junction with Northenden Road.,A point 66 metres southwest of its junction with Northenden Road.
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Disabled Parking,"Stamford street, Altrincham",south-east,2,TRUE,a point 10 metres northeast of its junction with Post Office Street,a point 22 metres northeast of its junction with Post Office Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Stamford street, Altrincham",south-east,19,FALSE,a point 5 metres northeast of its junction with Stamford Way,a point 15 metres southwest of its junction with Stamford New Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Stamford street, Altrincham",south-east,7,FALSE,a point 40 metres southwest of its junction with Stamford Way,a point 3 metres southwest of its junction with Stamford Way
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stanley mount, Sale",north-east,22,TRUE,a point 45 metres southeast of its junction with Washway Road,a point 10 metres northwest of its junction with Walton Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stanley mount, Sale",south-west,21,TRUE,a point 39 metres southeast of its junction with Washway Road,a point 10 metres northwest of its junction with Walton Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stockport road, Timperley",south-east,3,TRUE,from a point 5 metres northeast of its junction with Mayfield Road,to a point 20 metres northeast of its junction with Mayfield Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stockport road, Timperley",south-east,8,TRUE,from a point 58 metres southwest of its junction with Mayfield Road,to a point 5 metres southwest of its junction with Mayfield Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Stockport road, Timperley",north-west,5,TRUE,a point 8 metres northeast of its junction with Orchard Place,a point 23 metres southwest of its junction with Baker Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Sylvan avenue, Timperley",south-west,3,TRUE,from a point 34 metres northwest of its junction with Greenway Road,to a point 16 metres northwest of its junction with Greenway Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Sylvan grove, Altrincham",east,17,TRUE,from a point 45 metres north of its westerly junction with Dunham Road around the cul-de-sac end,to a point 179 metres north of its easterly junction with Dunham Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Sylvan grove, Altrincham",east,7,TRUE,from a point 52 metres north of its junction with Dunham Road,to a point 15 metres north of its junction with Dunham Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Symons road, Sale",both,38,TRUE,from a point 10 metres south-west of its junction with Dargle Road,to a point 151 metres south-west of its junction with Dargle Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Symons road, Sale",north-west,4,FALSE,a point 31 meters northeast of its junction with Chapel Road,a point 10 meters northeast of its junction with Chapel Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Symons road, Sale",south-east,16,FALSE,a point 5 meters southwest of its junction with Egerton Drive,a point 25 meters northeast of its junction with Chapel Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Symons road, Sale",south-east,5,FALSE,a point 151 metres south-west of its junction with Dargle Road,a point 7 metres northeast of its junction with Egerton Drive
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Disabled Parking,"Tatton place, Sale",south,4,TRUE,from a point 56 metres east of its junction with Tatton Road,to its junction with Chapel Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Disabled Parking,"Tatton place, Sale",north,4,TRUE,from a point 2 metres east of its junction with Tatton Road,to a point 34 metres east of its junction with Tatton Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Tatton road, Sale",north-west,2,TRUE,from a point 81 metres south of its junction with Chapel Road,to a point 94 metres south of its junction with Chapel Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Disabled Parking,"The causeway, Altrincham",south-east,1,TRUE,from a point 130 metres south-west of its junction with Cross Street,to a point 124 metres south-west of its junction with Cross Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"The causeway, Altrincham",south-east,3,TRUE,a point 53 metres southwest of its junction with Cross Street,a point 68 metres southwest of its junction with Cross Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Disabled Parking,"The causeway (Area Between Central Islands), Altrincham",NA,4,TRUE,NA,NA
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"The downs, Altrincham",north-west,11,FALSE,a point 10 metres northeast of its junction with New Street,a point 76 metres northeast of its junction with New Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"The downs, Altrincham",north-west,22,FALSE,a point 5 metres northeast of its junction with Wellington Place,a point 143 metres northeast of its junction with Wellington Place
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"The downs, Altrincham",west,1,FALSE,a point 83 metres northeast of its junction with St John's Road,its junction with Delamer Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"The mount, Altrincham",north-west,10,TRUE,a point 135 metres west of its junction with Church Street,a point 59 metres west of its junction with Church Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Thorn grove, Sale",south,3,TRUE,from a point 9 metres east of its junction with Hope Road,to a point 23 metres east of its junction with Hope Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Townfield gardens, Altrincham",north-east,13,TRUE,to a point 16 metres west of its junction with Townfield Road,to a point 86 metres west of its junction with Townfield Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Townfield gardens, Altrincham",south-west,8,TRUE,a point 54 metres northwest of its junction with Townfield Road,a point 81 metres northwest of its junction with Townfield Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Townfield gardens, Altrincham",south-west,3,TRUE,a point 97 metres northwest of its junction with Townfield Road,a point 119 metres northwest of its junction with Townfield Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Townfield road, Altrincham",south-east,7,TRUE,a point 87 metres southwest of its junction with Church Street,a point 22 metres southwest of its junction with Church Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Trafalgar road, Sale",west,7,TRUE,from a point 26 metres north of its junction with Dane Road,to a point 5 metres south of its junction with Linton Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Upper chorlton road, Stretford",north,11,TRUE,from a point 13 metres east of its junction with Seymour Grove,to a point 80 metres east of its junction with Seymour Grove
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban avenue, Altrincham",east,7,TRUE,from its junction with Urban Drive,to a point 8 metres south of its junction with Urban Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban avenue, Altrincham",west,10,TRUE,from a point 31 metres north-east of its junction with Moss Lane,to a point 8 metres south of its junction with Urban Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban drive, Altrincham",south & east,15,TRUE,from a point 6 metres south-east of its junction with Urban Avenue,to a point 6 metres south of its junction with Urban Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban drive, Altrincham",north-east,6,TRUE,from its junction with Urban Avenue,to a point 32 metres south-east of its junction with Urban Avenue
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban drive, Altrincham",west,11,TRUE,from a point 71 metres south of its junction with Urban Road,to a point 6 metres south of its junction with Urban Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban road, Altrincham",north,5,TRUE,from a point 99 metres north-east of its junction with St James Court,to a point 140 metres north-east of its junction with St James Court
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban road, Altrincham",south,4,TRUE,from a point 10 metres east of its junction with Urban Drive,to a point 9 metres west of its cul-de-sac end
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban road, Altrincham",south,7,TRUE,a point 6 metres east of its junction with Urban Avenue,a point 15 metres west of its junction with Urban Drive
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban road, Altrincham",south-west,2,TRUE,a point 10 metres southeast of its junction with Washway Road,a point 20 metres southeast of its junction with Washway Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban road, Altrincham",south-west,19,TRUE,a point 27 metres southeast of its junction with Washway Road,a point 204 metres southeast of its junction with Washway Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban road, Altrincham",north-east,1,TRUE,a point 14 metres southeast of its junction with Washway Road,a point 25 metres southeast of its junction with Washway Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Urban road, Altrincham",north-east,19,TRUE,a point 25 metres southeast of its junction with Washway Road,a point 200 metres southeast of its junction with Washway Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Victoria road, Hale",west,11,TRUE,from a point 114 metres north of its junction with Ashley Road,to a point 58 metres north of its junction with Ashley Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Victoria street, Altrincham",north,7,FALSE,a point 19 metres east of its junction with Church Street,a point 5 metres west of its junction with Garden Lane
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Victoria street, Altrincham",north,3,FALSE,a point 5 metres east of its junction with Garden Lane,a point 20 metres east of its junction with Garden Lane
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Victoria street, Altrincham",south,3,FALSE,a point 61 metres east of its junction with Church Street,a point 76 metres east of its junction with Church Street
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Victoria street, Altrincham",south,5,FALSE,a point 19 metres east of its junction with Old Market Place,a point 44 metres east of its junction with Old Market Place
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Warwick road, Stretford",east,9,FALSE,a point 68 metres south of its junction with Chester Road,a point 134 metres south of its junction with Chester Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Warwick road, Stretford",east,11,FALSE,a point 154 metres south of its junction with Chester Road,a point 83 metres north of its junction with Talbot Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Pay & Display,"Warwick road, Stretford",east,4,FALSE,a point 65 metres north of its junction with Talbot Road,a point 49 metres north of its junction with Talbot Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Warwick road, Stretford",north-east,2,TRUE,a point 77 metres south east of its junction with Rye Bank Road,a point 77 metres south east of its junction with Rye Bank Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Warwick road south, Stretford",north-east,2,TRUE,a point 77 metres southeast of its junction with Rye Bank Raod,a point 87 metres southeast of its junction with Rye Bank Raod
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Waverley road, Sale",west,3,TRUE,a point 46 metres north of its junction with Dargle Road,a point 30 metres north of its junction with Dargle Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Waverley road, Sale",west,23,TRUE,a point 35 metres south of its junction with Dane Road,a point 52 metres north of its junction with Dargle Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Waverley road, Sale",east,25,TRUE,a point 35 metres south of its junction with Dane Road,a point 178 metres south of its junction with Dane Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Weldon road, Altrincham",east,7,TRUE,a point 4 metres south of its junction with Woodfield Road,a point 11 metres north of its junction with Devonshire Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Weldon road, Altrincham",west,4,TRUE,a point 32 metres north of its junction with Oldfield Road,a point 10 metres north of its junction with Oldfield Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Wellington street, Stretford",south,5,TRUE,from a point 10 metres east of its junction with Barton Road,to a point 35 metres east of its junction with Barton Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Wesley street, Stretford",north-east,8,TRUE,from a point 5 metres south of its junction with Burleigh Road,to a point 15 metres northwest of its junction with Chester Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Wesley street, Stretford",south-west,3,TRUE,a point 15 metres northwest of its junction with Chester Road,a point 30 metres northwest of its junction with Chester Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"West grove, Sale",east,4,TRUE,from a point 7 metres south of its junction with Poplar Grove,to a point 25 metres south of its junction with Poplar Grove
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Westbourne grove, Sale",north-west,4,TRUE,a point 37 metres southwest of its junction with Barker's Lane,a point 72 metres southwest of its junction with Barker's Lane
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Westgate, Sale",west,3,TRUE,a point 17 metres northeast of its junction with Barker's Lane,a point 34 metres northeast of its junction with Barker's Lane
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Wharf road, Altrincham",west,2,TRUE,from a point 14 metres from its junction with Navigation Road,to a point 40 metres from its junction with Navigation Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Wharf road, Altrincham",west,3,TRUE,from a point 57 metres from its junction with Navigation Road,to a point 89 metres from its junction with Navigation Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Winstanley road, Sale",north-west,2,TRUE,from a point 34 metres from its junction with Broad Road,to a point 65 metres from its junction with Broad Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Woodfield road, Altrincham",south,11,TRUE,a point 6 metres east of its junction with Princes Road,a point 18 metres west of its junction with Manchester Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Woodfield road, Altrincham",south,17,TRUE,a point 5 metres east of its junction with Weldon Road,a point 54 metres east of its junction with Weldon Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"Woodfield road, Altrincham",south,2,TRUE,a point 14 metres west of its junction with Weldon Road,a point 4 metres west of its junction with Weldon Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Disabled Parking,"Wynnstay road, Sale",north,5,TRUE,from a point 45 metres west of its junction with Claremont Road,to a point 20 metres west of its junction with Claremont Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,Limited Waiting,"York avenue, Sale",south-east,8,TRUE,from a point 12 metres south-west of its junction with Park Avenue,to a point 17 metres north-east of its junction with Atkinson Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,NA,"Ventnor avenue, Sale",south-east,8,NA,A point 7 metres northwest of its junction with Glebelands Road,A point 57 metres northwest of its junction with Glebelands Road
Trafford Council,https://opendatacommunities.org/id/metropolitan-district-council/trafford,2021-09-20,NA,"Ventnor avenue, Sale",south-west,8,NA,A point 10 metres northwest of its junction with Glebelands Road,A point 54 metres northwest of its junction with Glebelands Road
